Contact ID,Contact ID_og,Call Duration,Date
Call #798,1.97108E+11,6,3/2/22
Call #799,1.97108E+11,65,3/2/22
Call #800,1.97108E+11,4,3/2/22
Call #801,1.97108E+11,32,3/2/22
Call #802,1.97108E+11,17,3/2/22
Call #803,1.97108E+11,30,3/2/22
Call #804,1.97108E+11,9,3/2/22
Call #805,1.97108E+11,73,3/2/22
Call #806,1.97108E+11,2,3/2/22
Call #807,1.97108E+11,26,3/2/22
Call #808,1.97108E+11,1,3/2/22
Call #809,1.97108E+11,26,3/2/22
Call #810,1.97108E+11,34,3/2/22
Call #811,1.97108E+11,13,3/2/22
Call #812,1.97108E+11,30,3/2/22
Call #813,1.97108E+11,9,3/2/22
Call #814,1.97108E+11,36,3/2/22
Call #815,1.97108E+11,12,3/2/22
Call #816,1.97108E+11,19,3/2/22
Call #817,1.97108E+11,21,3/2/22
Call #818,1.97162E+11,3,3/2/22
Call #819,1.97162E+11,4,3/3/22
Call #820,1.97162E+11,24,3/3/22
Call #821,1.97162E+11,0,3/3/22
Call #822,1.97162E+11,38,3/3/22
Call #823,1.97162E+11,0,3/3/22
Call #824,1.97162E+11,14,3/3/22
Call #825,1.97162E+11,19,3/3/22
Call #826,1.97162E+11,44,3/3/22
Call #827,1.97163E+11,9,3/3/22
Call #828,1.97163E+11,5,3/3/22
Call #829,1.97163E+11,7,3/3/22
Call #830,1.97163E+11,14,3/3/22
Call #831,1.97163E+11,7,3/3/22
Call #832,1.97163E+11,8,3/3/22
Call #833,1.97163E+11,1,3/3/22
Call #834,1.97163E+11,45,3/3/22
Call #835,1.97163E+11,130,3/3/22
Call #836,1.97163E+11,25,3/3/22
Call #837,1.97163E+11,22,3/3/22
Call #838,1.97163E+11,0,3/3/22
Call #839,1.97163E+11,43,3/3/22
Call #840,1.97163E+11,25,3/3/22
Call #841,1.97163E+11,14,3/3/22
Call #842,1.97163E+11,1,3/3/22
Call #843,1.97163E+11,31,3/3/22
Call #844,1.97163E+11,14,3/3/22
Call #845,1.97163E+11,39,3/3/22
Call #846,1.97163E+11,108,3/3/22
Call #847,1.97163E+11,69,3/3/22
Call #848,1.97212E+11,37,3/3/22
Call #849,1.97212E+11,3,3/3/22
Call #850,1.97212E+11,12,3/3/22
Call #851,1.97212E+11,4,3/3/22
Call #852,1.97212E+11,0,3/4/22
Call #853,1.97212E+11,231,3/4/22
Call #854,1.97212E+11,11,3/4/22
Call #855,1.97212E+11,38,3/4/22
Call #856,1.97212E+11,0,3/4/22
Call #857,1.97213E+11,5,3/4/22
Call #858,1.97213E+11,10,3/4/22
Call #859,1.97213E+11,30,3/4/22
Call #860,1.97213E+11,7,3/4/22
Call #861,1.97213E+11,47,3/4/22
Call #862,1.97213E+11,26,3/4/22
Call #863,1.97213E+11,0,3/4/22
Call #864,1.97213E+11,14,3/4/22
Call #865,1.97213E+11,0,3/4/22
Call #866,1.97213E+11,53,3/4/22
Call #867,1.97213E+11,71,3/4/22
Call #868,1.97213E+11,14,3/4/22
Call #869,1.97213E+11,0,3/4/22
Call #870,1.97213E+11,4,3/4/22
Call #871,1.97213E+11,33,3/4/22
Call #872,1.97213E+11,6,3/4/22
Call #873,1.97213E+11,0,3/4/22
Call #874,1.97213E+11,3,3/4/22
Call #875,1.97213E+11,49,3/4/22
Call #876,1.97213E+11,1,3/4/22
Call #877,1.97213E+11,89,3/4/22
Call #878,1.97213E+11,2,3/4/22
Call #879,1.97213E+11,4,3/4/22
Call #880,1.97214E+11,61,3/4/22
Call #881,1.97253E+11,12,3/4/22
Call #882,1.97253E+11,1,3/5/22
Call #883,1.97253E+11,2,3/5/22
Call #884,1.97253E+11,0,3/5/22
Call #885,1.97253E+11,9,3/5/22
Call #886,1.97253E+11,27,3/5/22
Call #887,1.97253E+11,18,3/5/22
Call #888,1.97254E+11,4,3/6/22
Call #889,1.97254E+11,4,3/6/22
Call #890,1.97254E+11,25,3/6/22
Call #891,1.97254E+11,9,3/6/22
Call #892,1.97254E+11,5,3/6/22
Call #893,1.97313E+11,0,3/7/22
Call #894,1.97313E+11,0,3/7/22
Call #895,1.97313E+11,20,3/7/22
Call #896,1.97313E+11,5,3/7/22
Call #897,1.97313E+11,16,3/7/22
Call #898,1.97313E+11,4,3/7/22
Call #899,1.97314E+11,50,3/7/22
Call #900,1.97314E+11,12,3/7/22
Call #901,1.97314E+11,1,3/7/22
Call #902,1.97314E+11,0,3/7/22
Call #903,1.97314E+11,10,3/7/22
Call #904,1.97314E+11,41,3/7/22
Call #905,1.97314E+11,41,3/7/22
Call #906,1.97314E+11,25,3/7/22
Call #907,1.97314E+11,3,3/7/22
Call #908,1.97314E+11,1,3/7/22
Call #909,1.97314E+11,28,3/7/22
Call #910,1.97314E+11,28,3/7/22
Call #911,1.97314E+11,253,3/7/22
Call #912,1.97314E+11,2,3/7/22
Call #913,1.97314E+11,2,3/7/22
Call #914,1.97314E+11,4,3/7/22
Call #915,1.97314E+11,37,3/7/22
Call #916,1.97314E+11,5,3/7/22
Call #917,1.97314E+11,19,3/7/22
Call #918,1.97314E+11,36,3/7/22
Call #919,1.97314E+11,27,3/7/22
Call #920,1.97314E+11,26,3/7/22
Call #921,1.97314E+11,2,3/7/22
Call #922,1.97314E+11,15,3/7/22
Call #923,1.97314E+11,11,3/7/22
Call #924,1.97341E+11,11,3/8/22
Call #925,1.97341E+11,5,3/8/22
Call #926,1.97342E+11,25,3/8/22
Call #927,1.97342E+11,14,3/8/22
Call #928,1.97342E+11,48,3/8/22
Call #929,1.97342E+11,143,3/8/22
Call #930,1.97342E+11,45,3/8/22
Call #931,1.97342E+11,49,3/8/22
Call #932,1.97342E+11,18,3/8/22
Call #933,1.97342E+11,1,3/8/22
Call #934,1.97342E+11,10,3/8/22
Call #935,1.97342E+11,5,3/8/22
Call #936,1.97342E+11,19,3/8/22
Call #937,1.97342E+11,0,3/8/22
Call #938,1.97342E+11,120,3/8/22
Call #939,1.97342E+11,19,3/8/22
Call #940,1.97342E+11,10,3/8/22
Call #941,1.97342E+11,16,3/8/22
Call #942,1.97342E+11,127,3/8/22
Call #943,1.97342E+11,10,3/8/22
Call #944,1.97342E+11,31,3/8/22
Call #945,1.97391E+11,9,3/8/22
Call #946,1.97391E+11,10,3/9/22
Call #947,1.97391E+11,129,3/9/22
Call #948,1.97391E+11,1,3/9/22
Call #949,1.97391E+11,29,3/9/22
Call #950,1.97392E+11,5,3/9/22
Call #951,1.97392E+11,31,3/9/22
Call #952,1.97392E+11,105,3/9/22
Call #953,1.97392E+11,60,3/9/22
Call #954,1.97392E+11,11,3/9/22
Call #955,1.97392E+11,9,3/9/22
Call #956,1.97392E+11,13,3/9/22
Call #957,1.97392E+11,12,3/9/22
Call #958,1.97392E+11,111,3/9/22
Call #959,1.97392E+11,22,3/9/22
Call #960,1.97392E+11,13,3/9/22
Call #961,1.97392E+11,3,3/9/22
Call #962,1.97392E+11,8,3/9/22
Call #963,1.97392E+11,16,3/9/22
Call #964,1.97392E+11,76,3/9/22
Call #965,1.97392E+11,22,3/9/22
Call #966,1.97392E+11,12,3/9/22
Call #967,1.97392E+11,2,3/9/22
Call #968,1.97393E+11,10,3/9/22
Call #969,1.97457E+11,7,3/9/22
Call #970,1.97457E+11,6,3/9/22
Call #971,1.97457E+11,5,3/9/22
Call #972,1.97457E+11,57,3/10/22
Call #973,1.97457E+11,6,3/10/22
Call #974,1.97457E+11,0,3/10/22
Call #975,1.97457E+11,31,3/10/22
Call #976,1.97457E+11,98,3/10/22
Call #977,1.97457E+11,53,3/10/22
Call #978,1.97457E+11,0,3/10/22
Call #979,1.97457E+11,18,3/10/22
Call #980,1.97457E+11,3,3/10/22
Call #981,1.97457E+11,23,3/10/22
Call #982,1.97457E+11,12,3/10/22
Call #983,1.97458E+11,34,3/10/22
Call #984,1.97458E+11,2,3/10/22
Call #985,1.97458E+11,18,3/10/22
Call #986,1.97458E+11,99,3/10/22
Call #987,1.97458E+11,51,3/10/22
Call #988,1.97458E+11,1,3/10/22
Call #989,1.97458E+11,2,3/10/22
Call #990,1.97458E+11,17,3/10/22
Call #991,1.97458E+11,6,3/10/22
Call #992,1.97458E+11,26,3/10/22
Call #993,1.97458E+11,3,3/10/22
Call #994,1.97458E+11,101,3/10/22
Call #995,1.97458E+11,13,3/10/22
Call #996,1.97458E+11,2,3/10/22
Call #997,1.97458E+11,61,3/10/22
Call #998,1.97458E+11,2,3/10/22
Call #999,1.97458E+11,7,3/10/22
Call #1000,1.97458E+11,6,3/10/22
Call #1001,1.97458E+11,59,3/10/22
Call #1002,1.97458E+11,10,3/10/22
Call #1003,1.97458E+11,42,3/10/22
Call #1004,1.97458E+11,22,3/10/22
Call #1005,1.97458E+11,4,3/10/22
Call #1006,1.97458E+11,9,3/10/22
Call #1007,1.97458E+11,23,3/10/22
Call #1008,1.97458E+11,3,3/10/22
Call #1009,1.97458E+11,9,3/10/22
Call #1010,1.97496E+11,17,3/11/22
Call #1011,1.97496E+11,11,3/11/22
Call #1012,1.97496E+11,13,3/11/22
Call #1013,1.97496E+11,320,3/11/22
Call #1014,1.97497E+11,1,3/11/22
Call #1015,1.97497E+11,53,3/11/22
Call #1016,1.97497E+11,16,3/11/22
Call #1017,1.97497E+11,7,3/11/22
Call #1018,1.97497E+11,74,3/11/22
Call #1019,1.97497E+11,1,3/11/22
Call #1020,1.97497E+11,10,3/11/22
Call #1021,1.97497E+11,13,3/11/22
Call #1022,1.97497E+11,21,3/11/22
Call #1023,1.97497E+11,0,3/11/22
Call #1024,1.97497E+11,47,3/11/22
Call #1025,1.97497E+11,113,3/11/22
Call #1026,1.97497E+11,14,3/11/22
Call #1027,1.97497E+11,14,3/11/22
Call #1028,1.97538E+11,18,3/11/22
Call #1029,1.97538E+11,0,3/12/22
Call #1030,1.97538E+11,1,3/12/22
Call #1031,1.97538E+11,17,3/12/22
Call #1032,1.97539E+11,5,3/13/22
Call #1033,1.97539E+11,6,3/13/22
Call #1034,1.97588E+11,0,3/14/22
Call #1035,1.97588E+11,91,3/14/22
Call #1036,1.97588E+11,22,3/14/22
Call #1037,1.97588E+11,2,3/14/22
Call #1038,1.97588E+11,122,3/14/22
Call #1039,1.97588E+11,18,3/14/22
Call #1040,1.97588E+11,37,3/14/22
Call #1041,1.97588E+11,3,3/14/22
Call #1042,1.97588E+11,24,3/14/22
Call #1043,1.97588E+11,1,3/14/22
Call #1044,1.97588E+11,235,3/14/22
Call #1045,1.97588E+11,81,3/14/22
Call #1046,1.97588E+11,54,3/14/22
Call #1047,1.97588E+11,0,3/14/22
Call #1048,1.97588E+11,24,3/14/22
Call #1049,1.97588E+11,9,3/14/22
Call #1050,1.97588E+11,6,3/14/22
Call #1051,1.97588E+11,2,3/14/22
Call #1052,1.97588E+11,16,3/14/22
Call #1053,1.97588E+11,8,3/14/22
Call #1054,1.97588E+11,23,3/14/22
Call #1055,1.97589E+11,6,3/14/22
Call #1056,1.97589E+11,34,3/14/22
Call #1057,1.97589E+11,3,3/14/22
Call #1058,1.97589E+11,12,3/14/22
Call #1059,1.97589E+11,0,3/14/22
Call #1060,1.97589E+11,125,3/14/22
Call #1061,1.97589E+11,1,3/14/22
Call #1062,1.97589E+11,7,3/14/22
Call #1063,1.97589E+11,86,3/14/22
Call #1064,1.97589E+11,7,3/14/22
Call #1065,1.97589E+11,9,3/14/22
Call #1066,1.97589E+11,30,3/14/22
Call #1067,1.97589E+11,52,3/14/22
Call #1068,1.97589E+11,6,3/14/22
Call #1069,1.97589E+11,8,3/14/22
Call #1070,1.97589E+11,16,3/14/22
Call #1071,1.97589E+11,5,3/14/22
Call #1072,1.97589E+11,21,3/14/22
Call #1073,1.97589E+11,4,3/14/22
Call #1074,1.97589E+11,6,3/14/22
Call #1075,1.97589E+11,11,3/14/22
Call #1076,1.97589E+11,9,3/14/22
Call #1077,1.97589E+11,3,3/14/22
Call #1078,1.97589E+11,7,3/14/22
Call #1079,1.97589E+11,2,3/15/22
Call #1080,1.97633E+11,14,3/15/22
Call #1081,1.97633E+11,1,3/15/22
Call #1082,1.97633E+11,24,3/15/22
Call #1083,1.97633E+11,32,3/15/22
Call #1084,1.97633E+11,1,3/15/22
Call #1085,1.97633E+11,25,3/15/22
Call #1086,1.97633E+11,0,3/15/22
Call #1087,1.97633E+11,54,3/15/22
Call #1088,1.97633E+11,30,3/15/22
Call #1089,1.97633E+11,21,3/15/22
Call #1090,1.97633E+11,4,3/15/22
Call #1091,1.97633E+11,57,3/15/22
Call #1092,1.97633E+11,22,3/15/22
Call #1093,1.97633E+11,1,3/15/22
Call #1094,1.97633E+11,3,3/15/22
Call #1095,1.97633E+11,104,3/15/22
Call #1096,1.97633E+11,22,3/15/22
Call #1097,1.97633E+11,52,3/15/22
Call #1098,1.97633E+11,10,3/15/22
Call #1099,1.97633E+11,22,3/15/22
Call #1100,1.97633E+11,9,3/15/22
Call #1101,1.97633E+11,1,3/15/22
Call #1102,1.97633E+11,8,3/15/22
Call #1103,1.97633E+11,8,3/15/22
Call #1104,1.97633E+11,3,3/15/22
Call #1105,1.97634E+11,19,3/15/22
Call #1106,1.97634E+11,13,3/15/22
Call #1107,1.97634E+11,18,3/15/22
Call #1108,1.97634E+11,7,3/15/22
Call #1109,1.97634E+11,10,3/15/22
Call #1110,1.97634E+11,17,3/15/22
Call #1111,1.97634E+11,10,3/15/22
Call #1112,1.97634E+11,83,3/15/22
Call #1113,1.97634E+11,44,3/15/22
Call #1114,1.97634E+11,4,3/15/22
Call #1115,1.97634E+11,31,3/15/22
Call #1116,1.97634E+11,16,3/15/22
Call #1117,1.97634E+11,11,3/15/22
Call #1118,1.97634E+11,14,3/15/22
Call #1119,1.97634E+11,7,3/15/22
Call #1120,1.97634E+11,4,3/15/22
Call #1121,1.97634E+11,50,3/16/22
Call #1122,1.97681E+11,47,3/16/22
Call #1123,1.97681E+11,1,3/16/22
Call #1124,1.97681E+11,5,3/16/22
Call #1125,1.97681E+11,16,3/16/22
Call #1126,1.97681E+11,18,3/16/22
Call #1127,1.97681E+11,11,3/16/22
Call #1128,1.97681E+11,9,3/16/22
Call #1129,1.97681E+11,19,3/16/22
Call #1130,1.97681E+11,11,3/16/22
Call #1131,1.97682E+11,24,3/16/22
Call #1132,1.97682E+11,24,3/16/22
Call #1133,1.97682E+11,7,3/16/22
Call #1134,1.97682E+11,7,3/16/22
Call #1135,1.97682E+11,116,3/16/22
Call #1136,1.97682E+11,28,3/16/22
Call #1137,1.97682E+11,1,3/16/22
Call #1138,1.97682E+11,12,3/16/22
Call #1139,1.97732E+11,156,3/17/22
Call #1140,1.97732E+11,0,3/17/22
Call #1141,1.97732E+11,177,3/17/22
Call #1142,1.97732E+11,9,3/17/22
Call #1143,1.97732E+11,88,3/17/22
Call #1144,1.97732E+11,1,3/17/22
Call #1145,1.97732E+11,3,3/17/22
Call #1146,1.97732E+11,37,3/17/22
Call #1147,1.97732E+11,12,3/17/22
Call #1148,1.97732E+11,26,3/17/22
Call #1149,1.97732E+11,5,3/17/22
Call #1150,1.97732E+11,12,3/17/22
Call #1151,1.97732E+11,1,3/17/22
Call #1152,1.97732E+11,52,3/17/22
Call #1153,1.97732E+11,1,3/17/22
Call #1154,1.97732E+11,36,3/17/22
Call #1155,1.97732E+11,6,3/17/22
Call #1156,1.97732E+11,19,3/17/22
Call #1157,1.97732E+11,3,3/17/22
Call #1158,1.97732E+11,1,3/17/22
Call #1159,1.97732E+11,1,3/17/22
Call #1160,1.97732E+11,30,3/17/22
Call #1161,1.97732E+11,1,3/17/22
Call #1162,1.97732E+11,14,3/17/22
Call #1163,1.97732E+11,12,3/17/22
Call #1164,1.97733E+11,26,3/17/22
Call #1165,1.97733E+11,22,3/17/22
Call #1166,1.97733E+11,4,3/17/22
Call #1167,1.97733E+11,15,3/18/22
Call #1168,1.97733E+11,0,3/18/22
Call #1169,1.97733E+11,1,3/18/22
Call #1170,1.97733E+11,25,3/18/22
Call #1171,1.97733E+11,31,3/18/22
Call #1172,1.97778E+11,1,3/18/22
Call #1173,1.97778E+11,91,3/18/22
Call #1174,1.97778E+11,8,3/18/22
Call #1175,1.97778E+11,16,3/18/22
Call #1176,1.97778E+11,8,3/18/22
Call #1177,1.97778E+11,18,3/18/22
Call #1178,1.97778E+11,0,3/18/22
Call #1179,1.97778E+11,1,3/18/22
Call #1180,1.97778E+11,9,3/18/22
Call #1181,1.97778E+11,259,3/18/22
Call #1182,1.97778E+11,66,3/18/22
Call #1183,1.97778E+11,21,3/18/22
Call #1184,1.97778E+11,20,3/18/22
Call #1185,1.97778E+11,5,3/18/22
Call #1186,1.97778E+11,14,3/18/22
Call #1187,1.97778E+11,15,3/18/22
Call #1188,1.97778E+11,26,3/18/22
Call #1189,1.97778E+11,3,3/18/22
Call #1190,1.97778E+11,25,3/18/22
Call #1191,1.97778E+11,2,3/18/22
Call #1192,1.97778E+11,11,3/18/22
Call #1193,1.97778E+11,5,3/18/22
Call #1194,1.97778E+11,11,3/18/22
Call #1195,1.97778E+11,1,3/18/22
Call #1196,1.97778E+11,3,3/18/22
Call #1197,1.97778E+11,65,3/18/22
Call #1198,1.97778E+11,4,3/18/22
Call #1199,1.97778E+11,16,3/18/22
Call #1200,1.97779E+11,32,3/18/22
Call #1201,1.97779E+11,16,3/18/22
Call #1202,1.97779E+11,23,3/18/22
Call #1203,1.97779E+11,6,3/18/22
Call #1204,1.97779E+11,20,3/18/22
Call #1205,1.97779E+11,13,3/18/22
Call #1206,1.97779E+11,32,3/18/22
Call #1207,1.97779E+11,18,3/18/22
Call #1208,1.97779E+11,5,3/19/22
Call #1209,1.97779E+11,57,3/19/22
Call #1210,1.97779E+11,9,3/19/22
Call #1211,1.97779E+11,0,3/19/22
Call #1212,1.97779E+11,13,3/19/22
Call #1213,1.97779E+11,20,3/19/22
Call #1214,1.97779E+11,0,3/19/22
Call #1215,1.97831E+11,3,3/19/22
Call #1216,1.97831E+11,7,3/19/22
Call #1217,1.97831E+11,23,3/19/22
Call #1218,1.97831E+11,1,3/20/22
Call #1219,1.97831E+11,20,3/20/22
Call #1220,1.97831E+11,7,3/20/22
Call #1221,1.97832E+11,4,3/21/22
Call #1222,1.97832E+11,29,3/21/22
Call #1223,1.97832E+11,24,3/21/22
Call #1224,1.97832E+11,2,3/21/22
Call #1225,1.97832E+11,1,3/21/22
Call #1226,1.97875E+11,25,3/21/22
Call #1227,1.97875E+11,18,3/21/22
Call #1228,1.97875E+11,11,3/21/22
Call #1229,1.97875E+11,0,3/21/22
Call #1230,1.97875E+11,1,3/21/22
Call #1231,1.97875E+11,1,3/21/22
Call #1232,1.97875E+11,36,3/21/22
Call #1233,1.97875E+11,8,3/21/22
Call #1234,1.97875E+11,11,3/21/22
Call #1235,1.97875E+11,198,3/21/22
Call #1236,1.97875E+11,22,3/21/22
Call #1237,1.97875E+11,20,3/21/22
Call #1238,1.97875E+11,2,3/21/22
Call #1239,1.97875E+11,3,3/21/22
Call #1240,1.97875E+11,3,3/21/22
Call #1241,1.97875E+11,1,3/21/22
Call #1242,1.97875E+11,63,3/21/22
Call #1243,1.97875E+11,3,3/21/22
Call #1244,1.97875E+11,22,3/21/22
Call #1245,1.97875E+11,16,3/21/22
Call #1246,1.97875E+11,10,3/21/22
Call #1247,1.97875E+11,67,3/21/22
Call #1248,1.97875E+11,38,3/21/22
Call #1249,1.97875E+11,16,3/21/22
Call #1250,1.97875E+11,9,3/21/22
Call #1251,1.97875E+11,16,3/21/22
Call #1252,1.97876E+11,7,3/21/22
Call #1253,1.97876E+11,15,3/22/22
Call #1254,1.97876E+11,1,3/22/22
Call #1255,1.97876E+11,8,3/22/22
Call #1256,1.97876E+11,13,3/22/22
Call #1257,1.97876E+11,1,3/22/22
Call #1258,1.97876E+11,8,3/22/22
Call #1259,1.97876E+11,18,3/22/22
Call #1260,1.97876E+11,107,3/22/22
Call #1261,1.97876E+11,6,3/22/22
Call #1262,1.97876E+11,16,3/22/22
Call #1263,1.97876E+11,12,3/22/22
Call #1264,1.97876E+11,18,3/22/22
Call #1265,1.97876E+11,20,3/22/22
Call #1266,1.97876E+11,22,3/22/22
Call #1267,1.97919E+11,13,3/22/22
Call #1268,1.97919E+11,221,3/22/22
Call #1269,1.97919E+11,14,3/22/22
Call #1270,1.97919E+11,54,3/22/22
Call #1271,1.97919E+11,4,3/22/22
Call #1272,1.97919E+11,19,3/22/22
Call #1273,1.97919E+11,11,3/22/22
Call #1274,1.97919E+11,8,3/22/22
Call #1275,1.97919E+11,2,3/22/22
Call #1276,1.97919E+11,26,3/22/22
Call #1277,1.9792E+11,2,3/22/22
Call #1278,1.9792E+11,20,3/22/22
Call #1279,1.9792E+11,4,3/22/22
Call #1280,1.9792E+11,6,3/22/22
Call #1281,1.97964E+11,21,3/23/22
Call #1282,1.97965E+11,2,3/23/22
Call #1283,1.97965E+11,77,3/23/22
Call #1284,1.97965E+11,23,3/23/22
Call #1285,1.97965E+11,1,3/23/22
Call #1286,1.97965E+11,11,3/23/22
Call #1287,1.97965E+11,14,3/23/22
Call #1288,1.9799E+11,31,3/23/22
Call #1289,1.9799E+11,28,3/23/22
Call #1290,1.9799E+11,13,3/23/22
Call #1291,1.9799E+11,26,3/23/22
Call #1292,1.9799E+11,17,3/23/22
Call #1293,1.9799E+11,30,3/23/22
Call #1294,1.9799E+11,14,3/23/22
Call #1295,1.9799E+11,12,3/23/22
Call #1296,1.9799E+11,0,3/23/22
Call #1297,1.9799E+11,13,3/23/22
Call #1298,1.9799E+11,17,3/23/22
Call #1299,1.9799E+11,2,3/23/22
Call #1300,1.9799E+11,34,3/23/22
Call #1301,1.98023E+11,2,3/24/22
Call #1302,1.98023E+11,8,3/24/22
Call #1303,1.98023E+11,3,3/24/22
Call #1304,1.98023E+11,23,3/24/22
Call #1305,1.98024E+11,58,3/24/22
Call #1306,1.98024E+11,33,3/24/22
Call #1307,1.98024E+11,27,3/24/22
Call #1308,1.98024E+11,28,3/24/22
Call #1309,1.98024E+11,19,3/24/22
Call #1310,1.98024E+11,0,3/24/22
Call #1311,1.98024E+11,8,3/24/22
Call #1312,1.98024E+11,0,3/24/22
Call #1313,1.98024E+11,4,3/24/22
Call #1314,1.98024E+11,7,3/24/22
Call #1315,1.98024E+11,15,3/24/22
Call #1316,1.98024E+11,25,3/24/22
Call #1317,1.98024E+11,14,3/24/22
Call #1318,1.98024E+11,35,3/24/22
Call #1319,1.98024E+11,18,3/24/22
Call #1320,1.98024E+11,17,3/24/22
Call #1321,1.98024E+11,5,3/24/22
Call #1322,1.98024E+11,9,3/24/22
Call #1323,1.98024E+11,11,3/24/22
Call #1324,1.98024E+11,4,3/24/22
Call #1325,1.98024E+11,0,3/24/22
Call #1326,1.98024E+11,29,3/24/22
Call #1327,1.98024E+11,34,3/24/22
Call #1328,1.98048E+11,16,3/25/22
Call #1329,1.98048E+11,0,3/25/22
Call #1330,1.98048E+11,184,3/25/22
Call #1331,1.98048E+11,26,3/25/22
Call #1332,1.98048E+11,8,3/25/22
Call #1333,1.98048E+11,1,3/25/22
Call #1334,1.98048E+11,26,3/25/22
Call #1335,1.98048E+11,7,3/25/22
Call #1336,1.98048E+11,5,3/25/22
Call #1337,1.98049E+11,2,3/25/22
Call #1338,1.98049E+11,19,3/25/22
Call #1339,1.98049E+11,3,3/25/22
Call #1340,1.98049E+11,58,3/25/22
Call #1341,1.98049E+11,50,3/25/22
Call #1342,1.98049E+11,17,3/25/22
Call #1343,1.98049E+11,29,3/25/22
Call #1344,1.98049E+11,4,3/25/22
Call #1345,1.98049E+11,4,3/25/22
Call #1346,1.98049E+11,10,3/25/22
Call #1347,1.98049E+11,12,3/26/22
Call #1348,1.98049E+11,15,3/26/22
Call #1349,1.98049E+11,9,3/26/22
Call #1350,1.98049E+11,1,3/26/22
Call #1351,1.9805E+11,42,3/26/22
Call #1352,1.98088E+11,1,3/26/22
Call #1353,1.98088E+11,1,3/26/22
Call #1354,1.98088E+11,18,3/26/22
Call #1355,1.98088E+11,9,3/26/22
Call #1356,1.98088E+11,18,3/26/22
Call #1357,1.98088E+11,9,3/27/22
Call #1358,1.98088E+11,24,3/27/22
Call #1359,1.98088E+11,4,3/28/22
Call #1360,1.98089E+11,30,3/28/22
Call #1361,1.98089E+11,7,3/28/22
Call #1362,1.98089E+11,24,3/28/22
Call #1363,1.98089E+11,13,3/28/22
Call #1364,1.98089E+11,11,3/28/22
Call #1365,1.98089E+11,10,3/28/22
Call #1366,1.98089E+11,188,3/28/22
Call #1367,1.9809E+11,8,3/28/22
Call #1368,1.98154E+11,24,3/28/22
Call #1369,1.98154E+11,18,3/28/22
Call #1370,1.98154E+11,0,3/28/22
Call #1371,1.98154E+11,18,3/28/22
Call #1372,1.98154E+11,1,3/28/22
Call #1373,1.98154E+11,0,3/28/22
Call #1374,1.98154E+11,17,3/28/22
Call #1375,1.98154E+11,5,3/28/22
Call #1376,1.98154E+11,0,3/28/22
Call #1377,1.98154E+11,12,3/28/22
Call #1378,1.98154E+11,2,3/28/22
Call #1379,1.98154E+11,15,3/28/22
Call #1380,1.98154E+11,13,3/28/22
Call #1381,1.98154E+11,19,3/28/22
Call #1382,1.98154E+11,3,3/29/22
Call #1383,1.98154E+11,22,3/29/22
Call #1384,1.98154E+11,10,3/29/22
Call #1385,1.98155E+11,2,3/29/22
Call #1386,1.98155E+11,5,3/29/22
Call #1387,1.98155E+11,19,3/29/22
Call #1388,1.98155E+11,25,3/29/22
Call #1389,1.98155E+11,21,3/29/22
Call #1390,1.98155E+11,8,3/29/22
Call #1391,1.98155E+11,5,3/29/22
Call #1392,1.98155E+11,10,3/29/22
Call #1393,1.98155E+11,21,3/29/22
Call #1394,1.98155E+11,93,3/29/22
Call #1395,1.98155E+11,0,3/29/22
Call #1396,1.98155E+11,1,3/29/22
Call #1397,1.98155E+11,24,3/29/22
Call #1398,1.98155E+11,62,3/29/22
Call #1399,1.98155E+11,33,3/29/22
Call #1400,1.98155E+11,7,3/29/22
Call #1401,1.98155E+11,2,3/29/22
Call #1402,1.98155E+11,21,3/29/22
Call #1403,1.98204E+11,0,3/30/22
Call #1404,1.98204E+11,9,3/30/22
Call #1405,1.98204E+11,8,3/30/22
Call #1406,1.98204E+11,18,3/30/22
Call #1407,1.98204E+11,14,3/30/22
Call #1408,1.98204E+11,16,3/30/22
Call #1409,1.98205E+11,3,3/30/22
Call #1410,1.98205E+11,1,3/30/22
Call #1411,1.98205E+11,1,3/30/22
Call #1412,1.98205E+11,1,3/30/22
Call #1413,1.98205E+11,47,3/30/22
Call #1414,1.98205E+11,2,3/30/22
Call #1415,1.98205E+11,374,3/30/22
Call #1416,1.98205E+11,2,3/30/22
Call #1417,1.98205E+11,12,3/30/22
Call #1418,1.98205E+11,9,3/30/22
Call #1419,1.98205E+11,13,3/30/22
Call #1420,1.98205E+11,1,3/30/22
Call #1421,1.98205E+11,0,3/30/22
Call #1422,1.98205E+11,1,3/30/22
Call #1423,1.98206E+11,5,3/30/22
Call #1424,1.98265E+11,2,3/30/22
Call #1425,1.98265E+11,7,3/30/22
Call #1426,1.98265E+11,6,3/30/22
Call #1427,1.98265E+11,19,3/30/22
Call #1428,1.98266E+11,8,3/31/22
Call #1429,1.98323E+11,35,3/31/22
Call #1430,1.98323E+11,33,3/31/22
Call #1431,1.98323E+11,7,3/31/22
Call #1432,1.98323E+11,10,3/31/22
Call #1433,1.98323E+11,1,3/31/22
Call #1434,1.98323E+11,24,3/31/22
Call #1435,1.98323E+11,5,3/31/22
Call #1436,1.98323E+11,39,3/31/22
Call #1437,1.98324E+11,8,3/31/22
Call #1438,1.98324E+11,1,3/31/22
Call #1439,1.98324E+11,26,3/31/22
Call #1440,1.98324E+11,20,3/31/22
Call #1441,1.98324E+11,134,3/31/22
